scei;nom;etat;total_oral;total_points;moyenne_generale;rang_classe
9641;MORENO;6;;;;
78930;LOUIS;6;;;;
118214;BUISSON;6;;;;
52584;ANTOINE;6;;;;
27190;VALETTE;6;;;;
26104;LELEU;6;;;;
46868;BENARD;6;;;;
105260;BERGER;6;;;;
114468;PICHON;6;;;;
77571;COLLIN;6;;;;
87729;CLEMENT;6;;;;
448;LAMY;6;;;;
37100;COUTURIER;6;;;;
64953;MULLER;6;;;;
18757;GALLET;6;;;;
23598;BOULANGER;6;;;;
2190;MERCIER;6;;;;
68332;PEREZ;6;;;;
2887;ROUSSEL;6;;;;
119779;ROUSSET;6;;;;
680;NEVEU;6;;;;
117660;FONTAINE;6;;;;
63267;LEBLANC;6;;;;
53162;PHILIPPE;6;;;;
7326;HERVE;6;;;;
37712;BRUNEAU;6;;;;
100085;PARIS;6;;;;
87084;LUCAS;6;;;;
50828;BOUVET;6;;;;
76951;BONNET;6;;;;
14692;COSTA;6;;;;
74875;BESSON;6;;;;
117935;MARIN;6;;;;
10349;DANIEL;6;;;;
44398;TOUSSAINT;6;;;;
115530;VALENTIN;6;;;;
76352;BONNEAU;6;;;;
103532;DEVAUX;6;;;;
37415;HAMEL;6;;;;
77989;PIERRE;6;;;;
51068;DIALLO;6;;;;
93128;MORENO;6;;;;
115826;POULAIN;6;;;;
27017;MAILLOT;6;;;;
28911;MONNIER;6;;;;
40648;ALVES;6;;;;
109751;BOUSQUET;6;;;;
13666;REMY;6;;;;
49259;RIOU;6;;;;
100597;ROBERT;6;;;;
73647;CHAUVEAU;6;;;;
78353;PAGES;6;;;;
49075;DURAND;6;;;;
57514;EVRARD;6;;;;
63874;GERARD;6;;;;
84588;FERREIRA;6;;;;
59726;DUPUIS;6;;;;
93350;BLOT;6;;;;
5340;BLANCHET;6;;;;
103719;MATHIEU;6;;;;
81617;PETITJEAN;6;;;;
102617;GERARD;6;;;;
70868;JOLY;6;;;;
52200;BERGER;6;;;;
81655;LAINE;6;;;;
97251;LE ROUX;6;;;;
105924;BOUCHET;6;;;;
112454;SCHNEIDER;6;;;;
82226;MARTIN;6;;;;
63338;LEVY;6;;;;
97382;DE SOUSA;6;;;;
81588;MENDES;6;;;;
15347;GUILBERT;6;;;;
3009;MARCHAND;6;;;;
12200;HUBERT;6;;;;
82550;DUPRE;6;;;;
84998;MICHEL;6;;;;
107922;PASCAL;6;;;;
98204;BERNIER;6;;;;
61916;RIBEIRO;6;;;;
114126;LAGARDE;6;;;;
39388;ALBERT;6;;;;
59937;LAUNAY;6;;;;
68725;BERTIN;6;;;;
90803;MARTEL;6;;;;
42743;BONNIN;6;;;;
55659;DUPUY;6;;;;
98663;DIAS;6;;;;
56644;LOISEAU;6;;;;
10577;LEGROS;6;;;;
40537;GERARD;6;;;;
78292;LEGRAND;6;;;;
46578;LECLERC;6;;;;
65032;COLLIN;6;;;;
14664;MARTINEAU;6;;;;
9431;MORVAN;6;;;;
10824;LEFEVRE;6;;;;
109944;SALMON;6;;;;
22000;LE ROUX;6;;;;
71242;VALLET;6;;;;
66541;PETIT;6;;;;
61606;LEMAIRE;6;;;;
26392;BOURGEOIS;6;;;;
12081;LENOIR;6;;;;
54074;MORVAN;6;;;;
113388;SAUVAGE;6;;;;
56218;PAYET;6;;;;
110366;FONTAINE;6;;;;
86661;BENARD;6;;;;
115873;DUVAL;6;;;;
48533;BOUTIN;6;;;;
14706;LEVY;6;;;;
105951;MOREL;6;;;;
105261;ROUSSEAU;6;;;;
80797;DUPUIS;6;;;;
97732;GUILLET;6;;;;
99612;SCHMITT;6;;;;
62974;BERTIN;6;;;;
96255;MULLER;6;;;;
14983;RIOU;6;;;;
82741;DIDIER;6;;;;
5435;VERDIER;6;;;;
761;GRENIER;6;;;;
21118;GUILLOT;6;;;;
27691;BESNARD;6;;;;
31383;CARRE;6;;;;
1148;MAILLARD;6;;;;
40680;JACQUOT;6;;;;
109307;DIAS;6;;;;
29315;MONNIER;6;;;;
81453;GONCALVES;6;;;;
101863;DA COSTA;6;;;;
3709;LEMOINE;6;;;;
54843;GUYON;6;;;;
64507;BOUCHET;6;;;;
4372;MAURICE;6;;;;
99886;LAINE;6;;;;
61118;JULIEN;6;;;;
39544;LEMAIRE;6;;;;
17507;POTTIER;6;;;;
78387;COLIN;6;;;;
76607;BLOT;6;;;;
92316;LELEU;6;;;;
69224;LEDOUX;6;;;;
93696;DUFOUR;6;;;;
83177;ALBERT;6;;;;
57986;MARIN;6;;;;
34878;DELORME;6;;;;
53810;LAROCHE;6;;;;
14239;MARTINEAU;6;;;;
119763;FERRAND;6;;;;
43384;BRUNEL;6;;;;
28120;REGNIER;6;;;;
33197;BRIAND;6;;;;
101291;LOISEAU;6;;;;
76486;GUILLAUME;6;;;;
63799;LELEU;6;;;;
48202;MAILLOT;6;;;;
94172;BOUCHER;6;;;;
27861;BLONDEL;6;;;;
92364;BOURDON;6;;;;
61183;BECKER;6;;;;
26095;SCHMITT;6;;;;
102387;GAILLARD;6;;;;
4626;MONNIER;6;;;;
2447;LOMBARD;6;;;;
96500;DUPONT;6;;;;
13108;SEGUIN;6;;;;
28215;GARNIER;6;;;;
5146;CAMUS;6;;;;
81452;BOUCHER;6;;;;
5401;ROLLAND;6;;;;
110648;GIMENEZ;6;;;;
40606;TEIXEIRA;6;;;;
68394;DELAUNAY;6;;;;
27526;COULON;6;;;;
84625;DE SOUSA;6;;;;
57833;LEBLANC;6;;;;
52366;GRONDIN;6;;;;
46935;BERNIER;6;;;;
83393;NGUYEN;6;;;;
23684;HENRY;6;;;;
101250;TANGUY;6;;;;
42267;HUBERT;6;;;;
112035;LAURENT;6;;;;
103237;CARRE;6;;;;
65328;LECONTE;6;;;;
7278;SANCHEZ;6;;;;
64689;LEDUC;6;;;;
50374;REGNIER;6;;;;
76585;LEJEUNE;6;;;;
74522;FRANCOIS;6;;;;
104629;GRONDIN;6;;;;
9690;TEIXEIRA;6;;;;
68825;HOARAU;6;;;;
107906;PAGES;6;;;;
35836;TESSIER;6;;;;
66841;TANGUY;6;;;;
13180;GIMENEZ;6;;;;
86269;LENOIR;6;;;;
4926;GRENIER;6;;;;
98549;ROBERT;6;;;;
37810;BLONDEL;6;;;;
115048;AUBRY;6;;;;
26315;PARIS;6;;;;
115652;FRANCOIS;6;;;;
55375;LE GOFF;6;;;;
65181;BARBE;6;;;;
106853;PRUVOST;6;;;;
8820;HERVE;6;;;;
62705;BAUDRY;6;;;;
74245;DUBOIS;6;;;;
20553;JACQUOT;6;;;;
43131;MORIN;6;;;;
89326;DUPRE;6;;;;
19646;BLANC;6;;;;
79959;RAYNAUD;6;;;;
112516;CARLIER;6;;;;
63971;MERCIER;6;;;;
65641;LELEU;6;;;;
35368;LE GALL;6;;;;
50770;BERNARD;6;;;;
104316;RIBEIRO;6;;;;
117163;CHRETIEN;6;;;;
24081;MENDES;6;;;;
72199;DUFOUR;6;;;;
15074;LECLERC;6;;;;
17557;BIGOT;6;;;;
67493;LANGLOIS;6;;;;
27751;GRONDIN;6;;;;
111114;COUTURIER;6;;;;
3316;MONNIER;6;;;;
75362;MARECHAL;6;;;;
59657;ROBERT;6;;;;
47972;VALENTIN;6;;;;
18645;DUVAL;6;;;;
30620;RAYMOND;6;;;;
96620;DIDIER;6;;;;
245;BRUNEAU;6;;;;
54253;MARTEL;6;;;;
61225;PONS;6;;;;
40441;LUCAS;6;;;;
108513;LEBON;6;;;;
71654;MARION;6;;;;
46789;MARION;6;;;;
73687;TEIXEIRA;6;;;;
96042;POULAIN;6;;;;
51170;DANIEL;6;;;;
11983;GERARD;6;;;;
79093;EVRARD;6;;;;
109891;BARRE;6;;;;
28787;DANIEL;6;;;;
38088;ALLAIN;6;;;;
48184;VIDAL;6;;;;
62998;LECONTE;6;;;;
44433;CHARTIER;6;;;;
62521;BESNARD;6;;;;
94437;GARCIA;6;;;;
90850;ETIENNE;6;;;;
80488;LEBRETON;6;;;;
109102;SCHMITT;6;;;;
52571;LELEU;6;;;;
16351;MEUNIER;6;;;;
39382;SAMSON;6;;;;
72514;PINEAU;6;;;;
7328;GUILBERT;6;;;;
17074;GUERIN;6;;;;
83595;LEFORT;6;;;;
17733;MARECHAL;6;;;;
40399;BLANCHET;6;;;;
14247;PASCAL;6;;;;
53710;DUPUY;6;;;;
48487;PETITJEAN;6;;;;
11328;REY;6;;;;
50266;GEORGES;6;;;;
89522;TECHER;6;;;;
100380;GERARD;6;;;;
72359;IMBERT;6;;;;
84295;REGNIER;6;;;;
29756;DE OLIVEIRA;6;;;;
118898;MAILLARD;6;;;;
11093;ALVES;6;;;;
1308;MOULIN;6;;;;
83828;LEROUX;6;;;;
6616;ROBIN;6;;;;
25866;CHARPENTIER;6;;;;
81030;BOURDON;6;;;;
65961;NGUYEN;6;;;;
5303;ROBIN;6;;;;
25970;ROUSSET;6;;;;
62962;LECLERC;6;;;;
9755;LESAGE;6;;;;
20603;GIMENEZ;6;;;;
85096;MASSON;6;;;;
108601;POTIER;6;;;;
92784;ROLLAND;6;;;;
