scei;nom;etat;total_oral;total_points;moyenne_generale;rang_classe
13571;LAGARDE;7;130,5;491,25;8,19;2576
17257;MUNOZ;7;160,5;439,5;7,33;2583
91599;ARNAUD;7;172;521,5;8,69;2560
21807;MAILLOT;7;181;529;8,82;2551
59908;FOUCHER;7;182;430;7,17;2584
94284;GILLES;7;182;534,5;8,91;2542
64715;HUMBERT;7;193;611,5;10,19;2267
76057;ROBIN;7;198;564,5;9,41;2477
34648;TANGUY;7;200;564;9,4;2480
66048;LE GALL;7;200,5;589,25;9,82;2384
56102;BECKER;7;202;549,5;9,16;2515
107636;PELLETIER;7;203;560;9,33;2492
73496;COLLET;7;205;571,25;9,52;2459
94933;BRUNEAU;7;207;591,25;9,85;2374
41395;POULAIN;7;209;550;9,17;2513
65941;VALETTE;7;209;589;9,82;2385
33762;LEROUX;7;213;560,25;9,34;2490
14290;FONTAINE;7;214;600,25;10;2338
25430;SAUVAGE;7;215;477;7,95;2581
100989;LAINE;7;218,5;631;10,52;2157
118722;MAILLARD;7;219;584;9,73;2404
43117;FOUCHER;7;222,5;493,25;8,22;2575
112029;COURTOIS;7;223;598,25;9,97;2350
111753;CARRE;7;224;589,5;9,83;2382
70496;RAYNAUD;7;224;598,25;9,97;2349
19254;BESNARD;7;224;601,75;10,03;2326
74938;GAUTHIER;7;224;655;10,92;1964
94030;LECLERCQ;7;225;643,25;10,72;2077
37829;DELAUNAY;7;226;604,75;10,08;2309
33248;BUISSON;7;227;597,75;9,96;2352
101670;LE GOFF;7;229;599,75;10;2339
90288;MARTIN;7;229,5;642,75;10,71;2084
54953;VINCENT;7;232;519,5;8,66;2561
50330;ROYER;7;232;593,75;9,9;2364
72010;CHARPENTIER;7;232,5;471,75;7,86;2582
117612;LECLERC;7;232,5;637;10,62;2125
110100;CLEMENT;7;235,5;496,75;8,28;2572
61206;MORIN;7;236,5;481,25;8,02;2579
44888;DUBOIS;7;236,5;501,75;8,36;2570
115543;BERTRAND;7;237;532,25;8,87;2546
50047;PERON;7;237;610,25;10,17;2274
78348;GUIBERT;7;237;634,75;10,58;2135
83076;MACE;7;237,5;487;8,12;2577
7747;ROUX;7;238;486;8,1;2578
45558;DAVID;7;238;634,25;10,57;2138
36684;BARBE;7;239;478,5;7,98;2580
106564;POTIER;7;239;594;9,9;2363
250;MEYER;7;239,5;588,75;9,81;2387
63890;GILBERT;7;240;576,25;9,6;2443
79798;NAVARRO;7;240;653,5;10,89;1979
12319;LEFEBVRE;7;241;520;8,67;2559
40976;VOISIN;7;242;596,25;9,94;2358
763;COLLIN;7;243;565,5;9,43;2473
8743;TOUSSAINT;7;243;606,25;10,1;2302
107895;NGUYEN;7;243,5;517,5;8,63;2562
51339;HENRY;7;244;604,5;10,08;2310
7982;VOISIN;7;244,5;646,5;10,78;2047
26765;DUPONT;7;245;646,5;10,78;2048
2068;BRUNEAU;7;246;517;8,62;2564
795;HERVE;7;247;601,25;10,02;2330
15385;PICARD;7;247,5;494,25;8,24;2574
104057;PASQUIER;7;248;599,5;9,99;2342
63364;COSTE;7;248,5;529;8,82;2550
76570;MACE;7;249;628,5;10,48;2172
58858;PELTIER;7;250;560,5;9,34;2488
24092;NOEL;7;250,5;623,25;10,39;2201
36214;MACE;7;251,5;496,25;8,27;2573
119006;LEROY;7;251,5;516,5;8,61;2565
72383;MAHE;7;251,5;614,5;10,24;2251
77024;BENOIT;7;252;599,5;9,99;2343
103659;GRONDIN;7;253;532,25;8,87;2544
66105;ROBIN;7;253;609,5;10,16;2278
8488;LABBE;7;253;623,5;10,39;2198
80457;COLLIN;7;253,5;656;10,93;1957
46522;THIBAULT;7;254;530;8,83;2547
99863;ROLLAND;7;254;565,25;9,42;2474
16938;DELATTRE;7;255;545,25;9,09;2520
18779;LECLERCQ;7;255;627,75;10,46;2176
45903;MOREL;7;255;627,5;10,46;2178
84320;BLIN;7;255,5;649,75;10,83;2015
14930;MARTINEAU;7;256;517,5;8,63;2563
86446;LENOIR;7;256;605;10,08;2308
100913;BONNET;7;256;613,25;10,22;2260
74750;PETIT;7;256;646,5;10,78;2046
105220;BRUNET;7;256,5;532,5;8,88;2543
18790;DUBOIS;7;256,5;607,5;10,13;2296
8566;FLEURY;7;257;561;9,35;2486
80658;MENDES;7;257;577;9,62;2439
17602;MUNOZ;7;257;642;10,7;2089
34183;FERRAND;7;257,5;499,25;8,32;2571
67442;BOUCHER;7;257,5;529,5;8,83;2549
37284;GIMENEZ;7;257,5;545,25;9,09;2517
57785;FONTAINE;7;258;616,75;10,28;2233
32259;REYNAUD;7;258;634,25;10,57;2139
95557;RIOU;7;259;578;9,63;2433
70815;ROYER;7;259;616,5;10,28;2235
86241;POTTIER;7;259;639,5;10,66;2110
99809;RIOU;7;260;636,25;10,6;2131
1709;MARTINEAU;7;260;641,5;10,69;2093
1972;LELIEVRE;7;260,5;634;10,57;2142
87228;PASQUIER;7;261;655;10,92;1965
56219;DUPONT;7;261,5;509,75;8,5;2569
5356;MARCHAL;7;261,5;522;8,7;2557
64395;HERNANDEZ;7;262;614,5;10,24;2250
17658;MICHEL;7;262;685,5;11,43;1644
10118;CORDIER;7;262,5;630,5;10,51;2160
114443;LEFEVRE;7;263;535,75;8,93;2536
114932;HAMON;7;263;607,25;10,12;2297
78814;RIBEIRO;7;263,5;637;10,62;2123
66485;LECONTE;7;264;529,75;8,83;2548
105025;TECHER;7;264;571,25;9,52;2458
33402;GILLES;7;264;671,75;11,2;1802
16795;ALLARD;7;265;590,5;9,84;2380
95713;GIMENEZ;7;265;605;10,08;2307
90110;BRIAND;7;265;623,25;10,39;2200
110538;VERDIER;7;265;625,25;10,42;2188
102787;GREGOIRE;7;265;625;10,42;2191
23797;AUBRY;7;265;637;10,62;2124
33573;GILLET;7;265;648;10,8;2033
6468;RIVIERE;7;265;662,25;11,04;1895
103716;DUPUY;7;265;692,75;11,55;1560
15729;POIRIER;7;265,5;549,25;9,15;2511
37634;GOSSELIN;7;265,5;654;10,9;1973
65385;DAVID;7;265,5;693;11,55;1555
64590;DOS SANTOS;7;266;623,5;10,39;2199
83241;DESCHAMPS;7;266;631,5;10,53;2155
41076;GERARD;7;266;643,75;10,73;2068
114166;GERMAIN;7;266,5;636,5;10,61;2128
5960;GARNIER;7;267;538,25;8,97;2530
114708;TANGUY;7;267;567;9,45;2471
10414;LEGRAND;7;267;649;10,82;2020
59614;LEVEQUE;7;267;656,5;10,94;1954
94399;ROCHE;7;267,5;516;8,6;2566
14488;CHAUVET;7;267,5;538,5;8,98;2526
5579;PARENT;7;267,5;646;10,77;2052
33484;ADAM;7;268;515,75;8,6;2567
116028;DIDIER;7;268;643,75;10,73;2067
46974;LEGROS;7;268;664;11,07;1884
91146;BLANC;7;269;568,5;9,48;2467
56212;ALEXANDRE;7;269;631;10,52;2158
84565;LAINE;7;269;682,75;11,38;1670
113634;FERNANDES;7;269,5;643,25;10,72;2078
38927;DANIEL;7;270;619,5;10,33;2219
104594;CHAUVIN;7;270;638,25;10,64;2118
39387;BESSON;7;270;676,5;11,28;1756
9572;MARECHAL;7;270;678,75;11,31;1724
119883;GUERIN;7;270;681,25;11,35;1688
28091;HOARAU;7;271;572,75;9,55;2450
49185;GARCIA;7;271;635,25;10,59;2132
103318;FISCHER;7;271;662,75;11,05;1894
74141;DUVAL;7;271,5;521,25;8,69;2558
112708;MUNOZ;7;271,5;553,5;9,23;2503
68709;FERNANDES;7;272;572;9,53;2454
16422;BARTHELEMY;7;272;584,5;9,74;2403
20543;GARCIA;7;272;643;10,72;2081
116844;LECONTE;7;272;680,75;11,35;1695
41863;LOMBARD;7;272,5;652,25;10,87;1990
9684;CARLIER;7;273;639,25;10,65;2111
80232;RENARD;7;273;660,5;11,01;1909
70011;DUBOIS;7;273,5;513,75;8,56;2568
58215;BLIN;7;273,5;550;9,17;2507
119101;GUERIN;7;273,5;564,25;9,4;2479
90983;COLLET;7;273,5;656,5;10,94;1955
64264;DUPUIS;7;274;560,25;9,34;2484
106239;LEBRETON;7;274;568,5;9,48;2468
12037;BAUDRY;7;274;630,25;10,5;2164
58423;PIERRE;7;274,5;522,75;8,71;2555
70777;VALENTIN;7;274,5;553;9,22;2504
64037;PEREZ;7;274,5;737,5;12,29;1025
10243;GAUDIN;7;275;650;10,83;2010
107891;HEBERT;7;275,5;525,5;8,76;2552
28428;CARRE;7;275,5;541,5;9,03;2523
34219;HARDY;7;275,5;651;10,85;2001
64633;CHEVALLIER;7;275,5;656,5;10,94;1956
6558;LAPORTE;7;276;523,25;8,72;2554
115093;MARION;7;276;628,25;10,47;2174
60143;RAYMOND;7;276;642,75;10,71;2083
55937;KLEIN;7;276;645,75;10,76;2053
21283;LUCAS;7;276;655,5;10,93;1961
81972;MASSON;7;276,5;659,25;10,99;1923
80066;LANGLOIS;7;277;624;10,4;2195
44515;DUMONT;7;277;671,25;11,19;1810
34893;GODARD;7;277,5;549,75;9,16;2509
56642;LE GALL;7;277,5;563,25;9,39;2475
55773;BRUNEL;7;278;534,75;8,91;2538
9719;MEUNIER;7;278;630;10,5;2165
104391;GONZALEZ;7;278,5;545;9,08;2519
96877;GRONDIN;7;278,5;686;11,43;1639
106577;CHARPENTIER;7;279;522;8,7;2556
53276;FONTAINE;7;279;671,5;11,19;1806
94588;RODRIGUES;7;279;700,25;11,67;1478
52196;RAYNAUD;7;279,5;537,5;8,96;2534
4778;CAMUS;7;279,5;550;9,17;2508
68587;TESSIER;7;280;538,5;8,98;2528
84286;ALEXANDRE;7;280;571,5;9,53;2456
68321;PETITJEAN;7;280;592;9,87;2370
53084;DANIEL;7;280;661;11,02;1905
21387;BECKER;7;280;679,75;11,33;1712
107452;ROBIN;7;280,5;539,5;8,99;2524
94057;MAURY;7;280,5;658,25;10,97;1936
106296;DA COSTA;7;281;611;10,18;2271
3586;BARBIER;7;281;649,75;10,83;2014
85832;LEBRETON;7;281;652;10,87;1991
47735;FABRE;7;281,5;547,75;9,13;2514
55173;NORMAND;7;281,5;549,25;9,15;2510
22584;BOUVET;7;282;524,75;8,75;2553
112648;DIJOUX;7;282;654,25;10,9;1971
88966;LEGROS;7;282,5;582,75;9,71;2410
27274;HAMEL;7;282,5;645,75;10,76;2054
20909;MARION;7;282,5;657,75;10,96;1943
99268;BRIAND;7;283;536,25;8,94;2535
50186;PELTIER;7;283;574,75;9,58;2446
29624;CHAUVEAU;7;283;591,75;9,86;2372
96230;LECOQ;7;283;651,5;10,86;1995
8253;LAMBERT;7;283,5;638,25;10,64;2117
85834;MOREL;7;284;583;9,72;2408
14462;TEXIER;7;284;641,5;10,69;2094
105347;DELANNOY;7;284;668;11,13;1843
84682;GARNIER;7;284;683,75;11,4;1659
100537;PONS;7;284,5;655,75;10,93;1958
86553;BOUTIN;7;284,5;678,5;11,31;1726
50222;PERRIER;7;285;531,25;8,85;2545
71750;CORDIER;7;285;557,5;9,29;2496
56399;COLLET;7;285;644;10,73;2065
25419;LEGROS;7;285;676;11,27;1759
58045;TECHER;7;285;703,25;11,72;1447
30338;THIERRY;7;285;753,75;12,56;817
33139;MAHE;7;285,5;653,25;10,89;1982
1905;DELATTRE;7;285,5;703,25;11,72;1445
23647;VAILLANT;7;286;538,25;8,97;2529
4211;MEUNIER;7;286;562;9,37;2481
103776;HERVE;7;286;568,5;9,48;2461
103379;LEMAITRE;7;286;638;10,63;2120
110374;COULON;7;286;678,5;11,31;1729
1414;GUILBERT;7;286,5;555,75;9,26;2501
109396;PICARD;7;287;537,75;8,96;2533
64045;MORIN;7;287;554;9,23;2502
7563;VOISIN;7;287;581;9,68;2417
116957;LOUIS;7;287;580,5;9,68;2421
61925;NAVARRO;7;287;650;10,83;2011
92832;MACE;7;287;654,5;10,91;1969
14711;BOUSQUET;7;287;662,25;11,04;1897
41114;GREGOIRE;7;287,5;542,75;9,05;2521
10037;ARNAUD;7;287,5;557,5;9,29;2497
5105;DELMAS;7;287,5;557,25;9,29;2498
105459;PERRIER;7;287,5;680;11,33;1709
52251;NGUYEN;7;288;545,5;9,09;2516
151;PERRIER;7;288;557,75;9,3;2494
55057;LEGER;7;288;578;9,63;2434
102060;LAMY;7;288;581,75;9,7;2414
65183;MUNOZ;7;288;616,75;10,28;2232
78554;LENOIR;7;288;756,25;12,6;785
65747;BONNEAU;7;288,5;533,5;8,89;2541
46165;LEJEUNE;7;288,5;658;10,97;1940
70429;HERVE;7;289;659;10,98;1927
106386;COUTURIER;7;289;685,5;11,43;1642
54995;PINEAU;7;289;701;11,68;1468
25025;RICHARD;7;289,5;561;9,35;2482
61811;BRUNEAU;7;289,5;696,5;11,61;1514
16150;CARPENTIER;7;290;580,5;9,68;2422
16324;MENDES;7;290;599;9,98;2345
6929;MOULIN;7;290;627,5;10,46;2177
39394;LENOIR;7;290;648;10,8;2032
46338;MAILLET;7;290;671,25;11,19;1809
75442;JOURDAN;7;290;691;11,52;1581
56022;MERCIER;7;290,5;664,25;11,07;1882
105495;PETIT;7;290,5;666,75;11,11;1860
45266;LEBRETON;7;290,5;720,5;12,01;1236
12480;MAURY;7;291;568,5;9,48;2462
23863;JACQUES;7;291;675,5;11,26;1765
64136;FOUCHER;7;291;679,25;11,32;1720
101515;ALLAIN;7;291;692,75;11,55;1559
858;COULON;7;291;743,25;12,39;941
52582;LACROIX;7;291;744,75;12,41;919
67077;MILLET;7;291,5;534;8,9;2540
111709;BONNET;7;291,5;565,5;9,43;2470
79601;PICARD;7;291,5;570,5;9,51;2453
28798;LEMAITRE;7;292;558;9,3;2493
99960;FERREIRA;7;292;648,75;10,81;2024
43654;BOUCHET;7;292,5;535,25;8,92;2537
86114;TEXIER;7;292,5;665,75;11,1;1864
70421;CHARPENTIER;7;292,5;673,25;11,22;1788
61573;DIDIER;7;292,5;689,75;11,5;1593
85797;VAILLANT;7;292,5;714,5;11,91;1310
115777;DIALLO;7;293;601,75;10,03;2325
102865;HOARAU;7;293;608,75;10,15;2288
113544;PICARD;7;293;650,75;10,85;2005
71248;HUBERT;7;293;677,25;11,29;1748
111120;BESNARD;7;293;678,5;11,31;1728
80241;BOUTIN;7;294;534,25;8,9;2539
91077;ALLARD;7;294;537,75;8,96;2532
77545;BERTHELOT;7;294;586,5;9,78;2396
46110;DA COSTA;7;294;597,5;9,96;2353
85229;FAURE;7;294;663;11,05;1891
46756;JACQUET;7;294;663,75;11,06;1886
56521;BESNARD;7;294;669,5;11,16;1824
8287;LEROUX;7;294;678;11,3;1733
35901;DA COSTA;7;294,5;538,5;8,98;2527
73533;BERGER;7;294,5;541,5;9,03;2522
51411;LAMY;7;294,5;667;11,12;1854
114396;LETELLIER;7;294,5;699,75;11,66;1489
32940;HUBERT;7;295;585;9,75;2399
26693;GUILBERT;7;295;616,25;10,27;2236
7830;MARCHAL;7;295;660;11;1913
106610;BOUCHER;7;295;661,75;11,03;1901
42172;HENRY;7;295;675,5;11,26;1764
24916;ROCHER;7;295;718;11,97;1270
32912;GILLES;7;296;538,5;8,98;2525
74104;GARCIA;7;296;545;9,08;2518
16009;GAUTIER;7;296;647,75;10,8;2036
110252;ROCHER;7;296;658,5;10,98;1933
56384;BERTRAND;7;296,5;679,25;11,32;1719
324;CHAUVET;7;297;590;9,83;2381
41120;NOEL;7;297;664,5;11,08;1877
33517;BERGER;7;297;700;11,67;1484
86657;PIRES;7;297,5;538;8,97;2531
69281;GILLET;7;297,5;548,25;9,14;2512
51537;KLEIN;7;297,5;550,25;9,17;2506
82469;TOUSSAINT;7;297,5;576,75;9,61;2431
18570;PIRES;7;297,5;645;10,75;2058
88035;FAIVRE;7;298;611;10,18;2272
66413;PICHON;7;298;651;10,85;2003
110076;GUILLAUME;7;298,5;594;9,9;2362
52168;DUPRE;7;298,5;658;10,97;1941
43;MARIE;7;299;623,5;10,39;2197
17474;DUBOIS;7;299;654;10,9;1977
65413;MEUNIER;7;299;659,75;11;1920
81911;BERTHELOT;7;299;665,5;11,09;1867
5955;LAURENT;7;299;677,5;11,29;1744
40867;HUET;7;299;686,5;11,44;1632
102602;BODIN;7;299,5;648,25;10,8;2028
35069;LEFORT;7;299,5;683,5;11,39;1660
116831;CARRE;7;300;590,5;9,84;2379
68249;VASSEUR;7;300;590,75;9,85;2376
93776;WEBER;7;300;657,25;10,95;1949
12810;ALVES;7;300;661,25;11,02;1903
70375;LEVEQUE;7;300;690;11,5;1591
27905;JACQUOT;7;300;707,75;11,8;1394
67461;LEBLANC;7;300,5;665,75;11,1;1865
13453;RODRIGUEZ;7;300,5;686;11,43;1637
68797;LEROUX;7;301;657,25;10,95;1950
17175;TESSIER;7;301;685;11,42;1650
67864;HAMEL;7;301;695,25;11,59;1528
402;BARBIER;7;301;720,5;12,01;1239
110792;LACOMBE;7;301,5;562,5;9,38;2478
43801;BLOT;7;301,5;569,5;9,49;2457
100132;IMBERT;7;301,5;693,25;11,55;1552
48824;CARLIER;7;302;592,25;9,87;2369
77420;BESNARD;7;302;682,75;11,38;1668
57027;GUILBERT;7;302,5;658,25;10,97;1935
83123;JOSEPH;7;302,5;703,25;11,72;1444
106706;MAURICE;7;303;570,75;9,51;2451
55035;GUYOT;7;303;583;9,72;2401
55377;LOISEAU;7;303;659,5;10,99;1922
30783;PIRES;7;303;660,5;11,01;1908
39372;CHAUVEAU;7;303;669;11,15;1831
58767;BIGOT;7;303;763;12,72;699
115672;ROY;7;303,5;551;9,18;2505
70134;MORVAN;7;303,5;573,5;9,56;2445
4428;MARTIN;7;304;622,5;10,38;2205
67962;LECLERCQ;7;304;630,25;10,5;2163
19422;BONNET;7;304;634;10,57;2141
15693;ROUSSEL;7;304;636,75;10,61;2127
31250;BOUVIER;7;304;671,5;11,19;1804
36502;MICHEL;7;304;685,5;11,43;1646
87261;RENAULT;7;304;687;11,45;1627
63685;DELAUNAY;7;304,5;585,75;9,76;2394
39665;FAURE;7;305;570,75;9,51;2452
84751;LACROIX;7;305;601,75;10,03;2327
41725;FAIVRE;7;305;654;10,9;1975
2446;LE GOFF;7;305;671;11,18;1812
22409;MICHEL;7;305;672,25;11,2;1798
19332;BOURGEOIS;7;305;676,75;11,28;1753
70389;DIAS;7;305;714,75;11,91;1305
17252;PEREIRA;7;305;722,25;12,04;1219
37371;POIRIER;7;305,5;714,75;11,91;1306
104168;GAUTIER;7;306;614;10,23;2257
57255;LEBLANC;7;306;658,5;10,98;1932
104152;MARCHAL;7;306;678,75;11,31;1723
116840;VASSEUR;7;306;682,75;11,38;1669
61997;LEBLANC;7;306;689,25;11,49;1600
84428;RODRIGUES;7;306;720,5;12,01;1237
18889;DIALLO;7;306;728,75;12,15;1144
69018;PONS;7;306;737,75;12,3;1020
102874;GILBERT;7;306;760,75;12,68;731
109164;FERRAND;7;306,5;571;9,52;2449
108808;GODARD;7;306,5;624,25;10,4;2193
29178;GEORGES;7;306,5;704;11,73;1438
57031;GUICHARD;7;307;591,25;9,85;2365
65437;DELORME;7;307;600,25;10;2337
52183;PASQUIER;7;307;663,5;11,06;1887
104468;MAURY;7;307;673,25;11,22;1787
7368;LOUIS;7;307;691;11,52;1582
51967;COUTURIER;7;307;701,5;11,69;1459
32891;DA SILVA;7;307;704,25;11,74;1435
114926;BAILLY;7;307;706,75;11,78;1407
48602;BRETON;7;307,5;582;9,7;2407
79563;PICHON;7;307,5;752,25;12,54;831
42052;BARRE;7;308;575,25;9,59;2438
34817;VIDAL;7;308;604,25;10,07;2313
89570;NGUYEN;7;308;632;10,53;2153
11535;LEFEVRE;7;308;631,75;10,53;2154
26044;CHARPENTIER;7;308;655,5;10,93;1960
68719;CHARRIER;7;308;666,75;11,11;1859
44295;FERNANDES;7;308;676;11,27;1758
111936;BAILLY;7;308;711,75;11,86;1341
26947;WEBER;7;308;712,75;11,88;1330
85546;TOUSSAINT;7;308;729;12,15;1142
4144;RODRIGUEZ;7;308,5;559;9,32;2487
111480;EVRARD;7;308,5;571,25;9,52;2448
90536;RAYNAUD;7;308,5;675,75;11,26;1761
40550;PETIT;7;309;557,75;9,3;2495
36930;PINEAU;7;309;620,25;10,34;2214
99786;GALLET;7;309;622,5;10,38;2204
108804;JACOB;7;309;658;10,97;1942
111222;GALLET;7;309;677,25;11,29;1747
85168;GOSSELIN;7;309;683,5;11,39;1662
82728;HAMON;7;309;684,75;11,41;1651
95274;IMBERT;7;309;692,25;11,54;1564
21478;GAUTHIER;7;309;719,75;12;1249
53875;HERVE;7;309;721,25;12,02;1226
3677;WAGNER;7;309;731,25;12,19;1109
37673;HUMBERT;7;309,5;558,25;9,3;2491
9746;GALLET;7;309,5;577,5;9,63;2428
95879;LAUNAY;7;310;660,25;11;1911
116548;LEFEVRE;7;310;676;11,27;1757
28984;MORENO;7;310;697,5;11,63;1507
51932;MICHEL;7;310;752;12,53;836
96734;LE GALL;7;310,5;568;9,47;2464
7957;BRETON;7;310,5;596,25;9,94;2351
95719;DUMONT;7;310,5;738,25;12,3;1012
25964;LEDOUX;7;311;603;10,05;2319
52761;LESAGE;7;311;677;11,28;1751
86383;BERTHELOT;7;311;679,5;11,33;1718
21259;PETIT;7;311;682,75;11,38;1671
8666;DELAUNAY;7;311;687,75;11,46;1620
36414;ROGER;7;311;689;11,48;1608
25063;LEROUX;7;311,5;730,75;12,18;1113
17905;ROUSSEAU;7;312;629,5;10,49;2167
115415;CARRE;7;312;682,25;11,37;1678
20620;ALLARD;7;312;710;11,83;1370
30491;AUBRY;7;312;727,25;12,12;1160
9527;IMBERT;7;312;730;12,17;1122
27641;PINEAU;7;312,5;581;9,68;2409
3738;LABBE;7;312,5;588,75;9,81;2377
94768;CHAUVET;7;312,5;679,75;11,33;1711
16707;TEXIER;7;313;557;9,28;2499
19452;PASQUIER;7;313;558,5;9,31;2489
55312;DUVAL;7;313;586;9,77;2390
63670;LEFEBVRE;7;313;605;10,08;2306
75378;THIBAULT;7;313;634,5;10,58;2137
63808;ROGER;7;313;673,25;11,22;1790
35388;MASSON;7;313;677,75;11,3;1739
71690;SAMSON;7;313;693,75;11,56;1546
71583;DESCAMPS;7;313;704,25;11,74;1434
81332;PERRIER;7;313;706;11,77;1415
48030;LE GOFF;7;313,5;569,25;9,49;2460
78235;GIRARD;7;313,5;588,75;9,81;2378
73413;LEMAITRE;7;313,5;691,5;11,53;1572
106669;TRAORE;7;313,5;755,25;12,59;801
90997;NEVEU;7;314;562,75;9,38;2476
22916;LEVEQUE;7;314;579,25;9,65;2416
70258;LELEU;7;314;626;10,43;2182
9782;GARNIER;7;314;755,25;12,59;799
117063;NEVEU;7;314,5;665,25;11,09;1872
92722;ETIENNE;7;315;556,25;9,27;2500
62383;VOISIN;7;315;604;10,07;2315
104960;DUPUY;7;315;606,25;10,1;2301
39971;PRUVOST;7;315;612,75;10,21;2262
57003;RENARD;7;315;665,25;11,09;1871
75348;RUIZ;7;315;667,5;11,13;1848
50405;MASSON;7;315;687,75;11,46;1619
77018;DANIEL;7;315;702,75;11,71;1449
28327;NGUYEN;7;315,5;582;9,7;2405
7224;COSTA;7;315,5;697,25;11,62;1509
97754;LECOMTE;7;316;568,25;9,47;2463
13458;GUERIN;7;316;614,75;10,25;2248
81383;PERON;7;316;616,5;10,28;2234
105334;CHEVALLIER;7;316;660,75;11,01;1907
105482;LABBE;7;316;690,25;11,5;1587
98298;DUPUIS;7;316;692,75;11,55;1558
83637;THIERRY;7;316;697,75;11,63;1503
26267;RIBEIRO;7;316;706,75;11,78;1408
5827;VINCENT;7;316;726;12,1;1184
64008;LOISEAU;7;316,5;567,25;9,45;2465
93801;CHARTIER;7;316,5;600,25;10;2321
65444;VIDAL;7;317;577,5;9,63;2427
49646;ANTOINE;7;317;617,25;10,29;2231
116000;HENRY;7;317;619;10,32;2223
27853;TOUSSAINT;7;317;620,5;10,34;2213
60090;ROCHER;7;317;686;11,43;1638
30006;DELATTRE;7;317;698,75;11,65;1497
23628;PONS;7;317;714,5;11,91;1309
37767;LEFORT;7;317;724,5;12,08;1203
25816;DIALLO;7;317,5;573,5;9,56;2444
55732;BARBIER;7;317,5;595;9,92;2357
12215;ALBERT;7;318;659;10,98;1928
70115;BEGUE;7;318;716,75;11,95;1282
57273;LEDOUX;7;318;735;12,25;1057
10192;SANCHEZ;7;318;747,5;12,46;891
77636;BARBE;7;318;748,75;12,48;873
15574;LEBLANC;7;318,5;669;11,15;1832
84634;HAMEL;7;318,5;743,25;12,39;943
69104;DUPUIS;7;319;615,75;10,26;2239
28783;LAINE;7;319;628,5;10,48;2171
97829;CARLIER;7;319;644;10,73;2062
75992;AUBRY;7;319;669,75;11,16;1821
93310;PELTIER;7;319;680,75;11,35;1694
89373;FISCHER;7;319;700,75;11,68;1470
89625;GIRAUD;7;319;708,5;11,81;1384
67645;SALMON;7;319;725;12,08;1196
71745;MASSE;7;319,5;560,75;9,35;2483
6515;TRAORE;7;319,5;576;9,6;2435
21408;MILLET;7;319,5;607,25;10,12;2284
68757;PINEAU;7;319,5;705,5;11,76;1422
41486;BRUNEAU;7;320;578,75;9,65;2420
102131;BIGOT;7;320;604,5;10,08;2300
12651;JOURDAN;7;320,5;559,75;9,33;2485
55819;GIMENEZ;7;321;575;9,58;2440
14511;GUYON;7;321;590;9,83;2371
13478;BLONDEL;7;321;607,25;10,12;2283
86059;COURTOIS;7;321;624;10,4;2194
56581;DUMONT;7;321;626,25;10,44;2181
79186;MAHE;7;321;644;10,73;2063
118761;HERVE;7;321;677,25;11,29;1749
89752;MICHEL;7;321;679,5;11,33;1715
108546;COUSIN;7;321;680,25;11,34;1702
114773;POTTIER;7;321;689,25;11,49;1601
44634;DUFOUR;7;321;726,75;12,11;1169
2788;VALLEE;7;321;733,75;12,23;1072
38913;LELIEVRE;7;321;741;12,35;967
83461;LEBRETON;7;321,5;587,5;9,79;2383
17574;PERON;7;321,5;605,25;10,09;2298
90;DOS SANTOS;7;321,5;689,75;11,5;1594
80563;LAROCHE;7;321,5;715;11,92;1301
68841;REMY;7;322;612,25;10,2;2264
36682;BERGER;7;322;659,75;11;1919
38432;LE GOFF;7;322;688,5;11,48;1613
58908;GAY;7;322;711,75;11,86;1340
101158;LEBON;7;322,5;602;10,03;2316
70482;MARION;7;322,5;683,25;11,39;1664
28320;MERCIER;7;322,5;715;11,92;1303
65180;ALLARD;7;323;572;9,53;2447
36829;MICHAUD;7;323;574,5;9,58;2442
1145;MARCHAL;7;323;580,75;9,68;2412
46373;BRIAND;7;323;620,75;10,35;2212
18724;BONNET;7;323;672,25;11,2;1797
115391;RENAULT;7;323;679,75;11,33;1713
48455;HOARAU;7;323;703,25;11,72;1446
93460;RAYMOND;7;323;733,75;12,23;1070
77549;JULIEN;7;323;735;12,25;1059
71968;DE SOUSA;7;323,5;750,25;12,5;855
108169;LAMY;7;324;564,5;9,41;2472
6101;LEFORT;7;324;586,5;9,78;2388
62681;MAHE;7;324;590,5;9,84;2368
23137;HUBERT;7;324;590,75;9,85;2367
38257;VALLET;7;324;600;10;2324
24158;DESCHAMPS;7;324;635;10,58;2133
112548;BOUSQUET;7;324;647,75;10,8;2035
90070;LOMBARD;7;324;653,75;10,9;1978
111689;PREVOST;7;324;673,25;11,22;1789
14494;COULON;7;324;675;11,25;1769
57518;LE GOFF;7;324;688,5;11,48;1611
16254;ROUSSET;7;324;691;11,52;1579
19847;CARON;7;324;694,75;11,58;1534
58678;BARBE;7;324;705,75;11,76;1418
33168;HUBERT;7;324;716,25;11,94;1287
12890;ALVES;7;324,5;603,25;10,05;2304
78743;ALLARD;7;325;579;9,65;2419
4554;MOULIN;7;325;583;9,72;2400
35016;DUFOUR;7;325;615;10,25;2244
87267;BONNEAU;7;325;684,25;11,4;1656
89510;MILLET;7;325;715,5;11,93;1299
86111;MERLE;7;325;727,5;12,13;1156
79946;MARCHAND;7;325,5;566,25;9,44;2469
103145;PRUVOST;7;325,5;698,75;11,65;1498
